SampleID,Diversity,R^2,MAE,AD,1-BC,RMSE,Sens,FPRA,Pipeline,threshold,Source
SRR17380246,22,0.3662,0.0177,3.7576,0.8058,0.0214,100.0,0.8832,jams,0.0001,tourlousse
SRR17380241,21,0.2753,0.0184,2.6656,0.8065,0.0219,100.0,0.9661,jams202212,0.0001,tourlousse
SRR17380242,21,0.2753,0.0184,2.8337,0.807,0.0219,100.0,1.0511,jams202212,0.0001,tourlousse
SRR17380243,22,0.3741,0.0175,3.8325,0.8073,0.0213,100.0,0.8345,jams202212,0.0001,tourlousse
SRR17380244,22,0.378,0.0174,4.2602,0.8088,0.0213,100.0,0.6267,jams202212,0.0001,tourlousse
SRR17380245,22,0.3722,0.0175,3.8587,0.8077,0.0213,100.0,0.8737,jams202212,0.0001,tourlousse
SRR17380246,22,0.3669,0.0176,4.2207,0.806,0.0214,100.0,0.8813,jams202212,0.0001,tourlousse
SRR17380241,40,0.448,0.0121,9.493,0.7583,0.0237,100.0,12.4635,wgsa2,0.0001,tourlousse
SRR17380242,40,0.4382,0.0122,9.5474,0.7559,0.0241,100.0,12.6578,wgsa2,0.0001,tourlousse
SRR17380243,40,0.4502,0.0121,9.5464,0.7585,0.0236,100.0,12.3817,wgsa2,0.0001,tourlousse
SRR17380244,41,0.4532,0.0118,9.7693,0.7584,0.0235,100.0,12.5287,wgsa2,0.0001,tourlousse
SRR17380245,39,0.4401,0.0124,9.1905,0.759,0.024,100.0,12.4393,wgsa2,0.0001,tourlousse
SRR17380246,40,0.4484,0.0121,9.5081,0.7588,0.0237,100.0,12.4566,wgsa2,0.0001,tourlousse
SRR17380241,107,0.3903,0.0082,17.3513,0.5588,0.0202,89.4737,21.2872,woltka,0.0001,tourlousse
SRR17380242,110,0.394,0.008,17.4287,0.5594,0.0197,89.4737,21.7813,woltka,0.0001,tourlousse
SRR17380243,107,0.3907,0.0082,17.3389,0.5587,0.0201,89.4737,21.3055,woltka,0.0001,tourlousse
SRR17380244,108,0.39,0.0082,17.4284,0.558,0.0201,89.4737,21.2406,woltka,0.0001,tourlousse
SRR17380245,108,0.3904,0.0082,17.3962,0.558,0.0201,89.4737,21.1979,woltka,0.0001,tourlousse
SRR17380246,107,0.3893,0.0083,17.3566,0.5578,0.0202,89.4737,21.1999,woltka,0.0001,tourlousse
SRR17380241,20,0.0697,0.0241,7.1397,0.7586,0.0336,89.4737,6.4245,biobakery3,0.001,tourlousse
SRR17380242,20,0.0655,0.0239,7.1151,0.7615,0.0333,89.4737,6.4792,biobakery3,0.001,tourlousse
SRR17380243,20,0.0568,0.0237,7.1419,0.7628,0.0335,89.4737,6.959,biobakery3,0.001,tourlousse
SRR17380244,20,0.066,0.0244,7.2061,0.7557,0.0336,89.4737,6.3814,biobakery3,0.001,tourlousse
SRR17380245,20,0.0764,0.0238,7.0559,0.7621,0.0332,89.4737,6.2467,biobakery3,0.001,tourlousse
SRR17380246,20,0.0677,0.0242,7.0979,0.7581,0.0337,89.4737,6.3996,biobakery3,0.001,tourlousse
SRR17380241,19,0.6779,0.0053,0.8227,0.9495,0.0087,100.0,0.0,biobakery4,0.001,tourlousse
SRR17380242,19,0.6811,0.0057,0.8249,0.9459,0.0087,100.0,0.0,biobakery4,0.001,tourlousse
SRR17380243,19,0.6885,0.0053,0.801,0.9494,0.0086,100.0,0.0,biobakery4,0.001,tourlousse
SRR17380244,19,0.6919,0.0052,0.8012,0.9509,0.0085,100.0,0.0,biobakery4,0.001,tourlousse
SRR17380245,19,0.6771,0.0052,0.8138,0.9506,0.0086,100.0,0.0,biobakery4,0.001,tourlousse
SRR17380246,19,0.685,0.0052,0.7995,0.9511,0.0086,100.0,0.0,biobakery4,0.001,tourlousse
SRR17380241,20,0.1477,0.0193,2.1405,0.8066,0.0225,100.0,0.9384,jams,0.001,tourlousse
SRR17380242,20,0.1478,0.0193,2.1855,0.8071,0.0224,100.0,1.0187,jams,0.001,tourlousse
SRR17380243,20,0.1542,0.0192,2.0971,0.8076,0.0223,100.0,0.8649,jams,0.001,tourlousse
SRR17380244,20,0.1582,0.0191,2.0004,0.8085,0.0223,100.0,0.6906,jams,0.001,tourlousse
SRR17380245,20,0.1537,0.0192,2.0509,0.8076,0.0224,100.0,0.7782,jams,0.001,tourlousse
SRR17380246,20,0.1496,0.0194,2.0788,0.8061,0.0225,100.0,0.8122,jams,0.001,tourlousse
SRR17380241,20,0.1497,0.0193,2.1201,0.8068,0.0224,100.0,0.8986,jams202212,0.001,tourlousse
SRR17380242,20,0.149,0.0193,2.1746,0.8072,0.0224,100.0,0.9961,jams202212,0.001,tourlousse
SRR17380243,20,0.1583,0.0192,2.0416,0.8076,0.0223,100.0,0.7466,jams202212,0.001,tourlousse
SRR17380244,20,0.1632,0.0191,1.9377,0.8091,0.0223,100.0,0.5548,jams202212,0.001,tourlousse
SRR17380245,20,0.1548,0.0192,2.0553,0.808,0.0223,100.0,0.7961,jams202212,0.001,tourlousse
SRR17380246,20,0.1503,0.0194,2.0722,0.8063,0.0225,100.0,0.8016,jams202212,0.001,tourlousse
SRR17380241,22,0.032,0.0217,4.3139,0.7616,0.0321,100.0,11.9067,wgsa2,0.001,tourlousse
SRR17380242,22,0.0292,0.0219,4.3597,0.7592,0.0326,100.0,12.1106,wgsa2,0.001,tourlousse
SRR17380243,22,0.0333,0.0216,4.3104,0.7619,0.032,100.0,11.8266,wgsa2,0.001,tourlousse
SRR17380244,22,0.0305,0.0217,4.3321,0.7618,0.0322,100.0,11.9634,wgsa2,0.001,tourlousse
SRR17380245,22,0.0321,0.0216,4.3168,0.7623,0.032,100.0,11.8928,wgsa2,0.001,tourlousse
SRR17380246,22,0.0319,0.0216,4.3205,0.7622,0.032,100.0,11.898,wgsa2,0.001,tourlousse
SRR17380241,29,0.1186,0.0301,10.4481,0.5641,0.0394,89.4737,19.4329,woltka,0.001,tourlousse
SRR17380242,30,0.1327,0.029,10.5075,0.5647,0.0384,89.4737,19.9125,woltka,0.001,tourlousse
SRR17380243,29,0.1185,0.0301,10.4639,0.5639,0.0394,89.4737,19.4463,woltka,0.001,tourlousse
SRR17380244,29,0.1183,0.0301,10.4536,0.5632,0.0395,89.4737,19.3745,woltka,0.001,tourlousse
SRR17380245,29,0.1188,0.0301,10.4647,0.5633,0.0395,89.4737,19.3283,woltka,0.001,tourlousse
SRR17380246,30,0.1339,0.0292,10.5119,0.5627,0.0388,89.4737,19.4274,woltka,0.001,tourlousse
EG,12,0.345,0.0265,3.8759,0.8407,0.037,91.6667,0.0,biobakery3,0.01,nist
EG,12,0.445,0.0274,3.6138,0.8356,0.0375,91.6667,0.0,biobakery4,0.01,nist
EG,13,0.1212,0.0294,3.9711,0.8088,0.0417,100.0,0.0,jams,0.01,nist
EG,12,0.1825,0.0236,3.8004,0.8587,0.0299,100.0,0.0,wgsa2,0.01,nist
EG,12,0.1088,0.0638,2.9017,0.6171,0.082,100.0,0.0,woltka,0.01,nist
MIX-A,6,0.9852,0.0136,1.1183,0.9591,0.0193,100.0,0.0,biobakery3,0.01,nist
MIX-A,6,0.9979,0.0068,0.2152,0.9796,0.0075,100.0,0.0,biobakery4,0.01,nist
MIX-A,7,0.7423,0.0583,2.2409,0.7959,0.0858,100.0,0.0,jams,0.01,nist
MIX-A,6,0.9898,0.0157,0.6871,0.9529,0.0202,100.0,0.0,wgsa2,0.01,nist
MIX-A,8,0.3271,0.1112,6.3876,0.5554,0.1486,100.0,17.2275,woltka,0.01,nist
MIX-B,7,0.6653,0.0666,5.3707,0.767,0.0927,85.7143,0.0,biobakery3,0.01,nist
MIX-B,7,0.9683,0.0222,5.6132,0.9221,0.0253,85.7143,0.0,biobakery4,0.01,nist
MIX-B,7,0.9474,0.0315,3.791,0.8898,0.0361,100.0,0.0,jams,0.01,nist
MIX-B,6,0.955,0.0298,3.7221,0.9107,0.0333,100.0,0.0,wgsa2,0.01,nist
MIX-B,12,0.8176,0.0469,10.1427,0.7188,0.0638,100.0,5.8849,woltka,0.01,nist
MIX-C,7,0.0807,0.0942,6.3425,0.6702,0.1587,83.3333,29.7475,biobakery3,0.01,nist
MIX-C,7,0.0222,0.129,6.2774,0.5484,0.1805,83.3333,32.6949,biobakery4,0.01,nist
MIX-C,8,0.2457,0.1014,4.9417,0.5942,0.1327,100.0,22.4069,jams,0.01,nist
MIX-C,7,0.2849,0.113,4.9264,0.6044,0.1613,100.0,8.6081,wgsa2,0.01,nist
MIX-C,8,0.011,0.112,7.0906,0.5519,0.1737,100.0,41.9269,woltka,0.01,nist
MIX-D,6,0.9125,0.0292,0.4479,0.9124,0.0426,100.0,0.0,biobakery3,0.01,nist
MIX-D,6,0.9348,0.0226,0.3239,0.9322,0.0362,100.0,0.0,biobakery4,0.01,nist
MIX-D,7,0.8438,0.042,1.8656,0.8532,0.0606,100.0,0.0,jams,0.01,nist
MIX-D,6,0.8216,0.0449,0.5821,0.8652,0.0674,100.0,0.0,wgsa2,0.01,nist
MIX-D,8,0.5863,0.0725,5.1991,0.7101,0.107,100.0,0.0,woltka,0.01,nist
EG,14,0.5049,0.0229,6.2553,0.84,0.0342,85.7143,0.0,biobakery3,0.0001,nist
EG,14,0.5175,0.0235,8.9446,0.8352,0.0347,92.8571,0.0,biobakery4,0.0001,nist
EG,16,0.4279,0.024,9.4412,0.8078,0.0376,100.0,0.0163,jams,0.0001,nist
EG,17,0.7056,0.0168,5.3901,0.8573,0.0249,100.0,0.0855,wgsa2,0.0001,nist
EG,104,0.4903,0.0077,11.1962,0.6005,0.026,100.0,5.8083,woltka,0.0001,nist
MIX-A,11,0.9901,0.0077,4.3768,0.9579,0.0142,81.8182,0.0,biobakery3,0.0001,nist
MIX-A,11,0.9985,0.0041,2.8426,0.9775,0.0057,90.9091,0.0,biobakery4,0.0001,nist
MIX-A,12,0.8013,0.0345,10.5951,0.7929,0.0656,72.7273,0.0,jams,0.0001,nist
MIX-A,16,0.9918,0.0066,5.0974,0.9472,0.0127,100.0,0.2011,wgsa2,0.0001,nist
MIX-A,71,0.5211,0.0129,13.579,0.5432,0.048,100.0,20.819,woltka,0.0001,nist
MIX-B,11,0.7377,0.0424,6.763,0.7668,0.0731,72.7273,0.0,biobakery3,0.0001,nist
MIX-B,11,0.9765,0.0146,6.4866,0.9199,0.02,72.7273,0.0,biobakery4,0.0001,nist
MIX-B,12,0.9606,0.0196,11.0041,0.8822,0.0278,81.8182,0.0,jams,0.0001,nist
MIX-B,15,0.9723,0.0123,6.6488,0.9078,0.0206,100.0,0.0593,wgsa2,0.0001,nist
MIX-B,98,0.8437,0.0068,15.5091,0.6677,0.0236,100.0,13.234,woltka,0.0001,nist
MIX-C,12,0.2631,0.0548,11.6858,0.671,0.12,63.6364,29.4877,biobakery3,0.0001,nist
MIX-C,12,0.1643,0.0749,11.569,0.5504,0.1363,63.6364,32.3094,biobakery4,0.0001,nist
MIX-C,13,0.3881,0.0629,14.9307,0.5911,0.1035,90.9091,22.3975,jams,0.0001,nist
MIX-C,17,0.4554,0.0463,10.0073,0.6068,0.1016,100.0,8.6894,wgsa2,0.0001,nist
MIX-C,90,0.263,0.0106,14.3534,0.5224,0.05,100.0,44.9789,woltka,0.0001,nist
MIX-D,11,0.9451,0.0163,1.1261,0.9103,0.0313,72.7273,0.0,biobakery3,0.0001,nist
MIX-D,12,0.9611,0.0117,4.1098,0.9301,0.0254,72.7273,0.1024,biobakery4,0.0001,nist
MIX-D,13,0.8884,0.0231,10.7794,0.8501,0.0445,90.9091,0.0207,jams,0.0001,nist
MIX-D,13,0.8865,0.021,6.138,0.8632,0.0452,100.0,0.1668,wgsa2,0.0001,nist
MIX-D,49,0.7181,0.0119,9.4342,0.7078,0.0426,100.0,1.4004,woltka,0.0001,nist
EG,14,0.5049,0.0229,6.2553,0.84,0.0342,85.7143,0.0,biobakery3,0.001,nist
EG,14,0.5175,0.0235,8.9446,0.8352,0.0347,92.8571,0.0,biobakery4,0.001,nist
EG,15,0.3617,0.0256,9.4201,0.8079,0.0388,100.0,0.0,jams,0.001,nist
EG,15,0.6246,0.019,5.1859,0.8575,0.0265,100.0,0.0,wgsa2,0.001,nist
EG,32,0.4017,0.0247,9.2171,0.6054,0.0478,100.0,3.952,woltka,0.001,nist
MIX-A,8,0.9883,0.0105,1.2667,0.9582,0.0167,100.0,0.0,biobakery3,0.001,nist
MIX-A,8,0.9983,0.0055,0.7375,0.9779,0.0066,100.0,0.0,biobakery4,0.001,nist
MIX-A,9,0.7775,0.046,6.5327,0.7932,0.0758,100.0,0.0,jams,0.001,nist
MIX-A,8,0.9904,0.0124,0.7571,0.9505,0.0176,100.0,0.0,wgsa2,0.001,nist
MIX-A,22,0.4758,0.0411,12.1815,0.5474,0.0874,100.0,19.3598,woltka,0.001,nist
MIX-B,9,0.7117,0.0517,6.762,0.7672,0.0808,88.8889,0.0,biobakery3,0.001,nist
MIX-B,9,0.9737,0.0178,6.487,0.9201,0.0221,88.8889,0.0,biobakery4,0.001,nist
MIX-B,10,0.9576,0.0235,9.5143,0.8826,0.0304,100.0,0.0,jams,0.001,nist
MIX-B,10,0.9677,0.0184,6.1402,0.9082,0.0253,100.0,0.0,wgsa2,0.001,nist
MIX-B,34,0.839,0.0189,12.1037,0.6794,0.0395,100.0,11.6132,woltka,0.001,nist
MIX-C,9,0.1788,0.073,9.577,0.6713,0.1386,87.5,29.4877,biobakery3,0.001,nist
MIX-C,9,0.0911,0.0998,9.4593,0.5507,0.1574,87.5,32.3094,biobakery4,0.001,nist
MIX-C,10,0.3242,0.0818,10.2659,0.5912,0.118,100.0,22.4024,jams,0.001,nist
MIX-C,10,0.3793,0.0785,6.4058,0.6075,0.1331,100.0,8.4784,wgsa2,0.001,nist
MIX-C,21,0.1804,0.0444,13.0602,0.534,0.1048,100.0,43.5475,woltka,0.001,nist
MIX-D,8,0.9335,0.0223,1.0739,0.9107,0.0367,100.0,0.0,biobakery3,0.001,nist
MIX-D,9,0.9548,0.0155,1.1561,0.9303,0.0293,100.0,0.1024,biobakery4,0.001,nist
MIX-D,9,0.8689,0.0332,6.1379,0.8504,0.0534,100.0,0.0,jams,0.001,nist
MIX-D,10,0.8741,0.0273,2.0101,0.8634,0.0515,100.0,0.1669,wgsa2,0.001,nist
MIX-D,10,0.6269,0.0583,6.5728,0.7087,0.0954,100.0,0.1723,woltka,0.001,nist
S1,5,0.9899,0.0246,2.743,0.9386,0.0276,80.0,0.0,biobakery3,0.01,camisimGI
S1,5,1.0,0.0011,0.0252,0.9973,0.0014,100.0,0.0,biobakery4,0.01,camisimGI
S1,5,0.9938,0.0134,1.5916,0.9665,0.0173,80.0,0.0,jams,0.01,camisimGI
S1,5,0.9952,0.0118,1.4987,0.9705,0.0154,80.0,0.0,wgsa2,0.01,camisimGI
S1,6,0.9066,0.0443,11.7319,0.8671,0.0656,100.0,0.0,woltka,0.01,camisimGI
S2,6,0.9232,0.0299,0.8456,0.9104,0.0377,83.3333,0.0,biobakery3,0.01,camisimGI
S2,6,0.9148,0.0581,3.4495,0.8256,0.0684,83.3333,0.0,biobakery4,0.01,camisimGI
S2,6,0.9161,0.0314,0.5387,0.9057,0.0388,100.0,0.0,jams,0.01,camisimGI
S2,6,0.94,0.027,0.5123,0.919,0.0326,100.0,0.0,wgsa2,0.01,camisimGI
S2,6,0.6198,0.0941,11.3717,0.7176,0.1179,100.0,0.0,woltka,0.01,camisimGI
S1,18,0.9923,0.0081,11.3385,0.9275,0.0149,94.4444,0.0,biobakery3,0.0001,camisimGI
S1,18,1.0,0.0005,0.1831,0.9956,0.0008,100.0,0.0,biobakery4,0.0001,camisimGI
S1,22,0.9956,0.0045,11.7126,0.9505,0.0082,94.4444,0.818,jams,0.0001,camisimGI
S1,24,0.9967,0.0034,8.959,0.9592,0.0068,94.4444,0.1192,wgsa2,0.0001,camisimGI
S1,47,0.9377,0.0067,22.3954,0.8436,0.0221,94.4444,2.6435,woltka,0.0001,camisimGI
S2,13,0.9563,0.0141,5.6829,0.9082,0.0249,83.3333,0.4089,biobakery3,0.0001,camisimGI
S2,12,0.9201,0.0283,5.6402,0.8301,0.0464,91.6667,0.0,biobakery4,0.0001,camisimGI
S2,13,0.9526,0.015,3.4164,0.9022,0.0256,100.0,0.0,jams,0.0001,camisimGI
S2,13,0.9665,0.0125,1.2277,0.919,0.0215,100.0,0.0,wgsa2,0.0001,camisimGI
S2,40,0.7666,0.0148,25.5425,0.704,0.0447,75.0,1.7589,woltka,0.0001,camisimGI
S1,17,0.9922,0.0085,11.2984,0.9275,0.0154,94.1176,0.0,biobakery3,0.001,camisimGI
S1,17,1.0,0.0005,0.164,0.9957,0.0008,100.0,0.0,biobakery4,0.001,camisimGI
S1,19,0.9955,0.0052,6.4123,0.9509,0.0088,94.1176,0.7807,jams,0.001,camisimGI
S1,18,0.9965,0.0044,5.3399,0.9602,0.0079,94.1176,0.0,wgsa2,0.001,camisimGI
S1,24,0.9342,0.013,19.6749,0.8444,0.031,94.1176,2.1935,woltka,0.001,camisimGI
S2,13,0.9563,0.0141,5.6829,0.9082,0.0249,83.3333,0.4089,biobakery3,0.001,camisimGI
S2,12,0.9201,0.0283,5.6402,0.8301,0.0464,91.6667,0.0,biobakery4,0.001,camisimGI
S2,13,0.9526,0.015,3.4164,0.9022,0.0256,100.0,0.0,jams,0.001,camisimGI
S2,12,0.9652,0.0134,0.7733,0.9194,0.0224,100.0,0.0,wgsa2,0.001,camisimGI
S2,15,0.7358,0.0392,23.0943,0.7061,0.0737,75.0,1.0188,woltka,0.001,camisimGI
